AT	8584926
BE	11258434
BG 7364570
CY	847008
CZ	10538275
DE	81174000
DK	5659715
EE	1313271
EL	10812467
ES	46439864
FI	5471753
FR	66352469
HR	4225316
HU	9849000
IE	4625885
IT	60795612
LT	2921262
LU	562958
LV	1986096
MT	429344
NL	16900726
PL	38005614
PT	10374822
RO	19861408
SE	9747355
SI	2062874
SK	5421349
UK	64767115
