PASS,PASS_BRD_DEP,DE,EU27	: 
PASS,PASS_BRD_DEP,DE,EU28	: 
PASS,PASS_BRD_DEP,DE,FI	865613
PASS,PASS_BRD_DEP,DE,FR	4266861
PASS,PASS_BRD_DEP,DE,HR	724437
PASS,PASS_BRD_DEP,DE,HU	: 
PASS,PASS_BRD_DEP,DE,IE	: 
PASS,PASS_BRD_DEP,DE,IT	: 
PASS,PASS_BRD_DEP,DE,LT	191163
PASS,PASS_BRD_DEP,DE,LU	171587
PASS,PASS_BRD_DEP,DE,LV	336810
PASS,PASS_BRD_DEP,DE,MT	297496
PASS,PASS_BRD_DEP,DE,NL	: 
PASS,PASS_BRD_DEP,DE,PL	: 
PASS,PASS_BRD_DEP,DE,PT	1665442
PASS,PASS_BRD_DEP,DE,RO	: 
PASS,PASS_BRD_DEP,DE,SE	: 
PASS,PASS_BRD_DEP,DE,SI	108817
PASS,PASS_BRD_DEP,DE,SK	697
PASS,PASS_BRD_DEP,DE,UK	6278486
PASS,PASS_BRD_DEP,DK,AT	: 
PASS,PASS_BRD_DEP,DK,BE	242752
PASS,PASS_BRD_DEP,DK,BG	33963
PASS,PASS_BRD_DEP,DK,CY	30995
PASS,PASS_BRD_DEP,DK,CZ	: 
PASS,PASS_BRD_DEP,DK,DE	: 
PASS,PASS_BRD_DEP,DK,EA	: 
PASS,PASS_BRD_DEP,DK,EE	: 
PASS,PASS_BRD_DEP,DK,EL	390358
PASS,PASS_BRD_DEP,DK,ES	1222622
PASS,PASS_BRD_DEP,DK,EU15	: 
PASS,PASS_BRD_DEP,DK,EU25	: 
PASS,PASS_BRD_DEP,DK,EU27	: 
PASS,PASS_BRD_DEP,DK,EU28	: 
PASS,PASS_BRD_DEP,DK,FI	409223
PASS,PASS_BRD_DEP,DK,FR	684902
PASS,PASS_BRD_DEP,DK,HR	75532
PASS,PASS_BRD_DEP,DK,HU	: 
PASS,PASS_BRD_DEP,DK,IE	: 
PASS,PASS_BRD_DEP,DK,IT	: 
PASS,PASS_BRD_DEP,DK,LT	106595
PASS,PASS_BRD_DEP,DK,LU	40861
PASS,PASS_BRD_DEP,DK,LV	91821
PASS,PASS_BRD_DEP,DK,MT	33690
PASS,PASS_BRD_DEP,DK,NL	: 
PASS,PASS_BRD_DEP,DK,PL	: 
PASS,PASS_BRD_DEP,DK,PT	147147
PASS,PASS_BRD_DEP,DK,RO	: 
PASS,PASS_BRD_DEP,DK,SE	: 
PASS,PASS_BRD_DEP,DK,SI	8631
PASS,PASS_BRD_DEP,DK,SK	26
PASS,PASS_BRD_DEP,DK,UK	1474858
PASS,PASS_BRD_DEP,EA,AT	: 
PASS,PASS_BRD_DEP,EA,BE	: 
PASS,PASS_BRD_DEP,EA,BG	: 
PASS,PASS_BRD_DEP,EA,CY	: 
PASS,PASS_BRD_DEP,EA,CZ	: 
PASS,PASS_BRD_DEP,EA,DE	: 
PASS,PASS_BRD_DEP,EA,DK	: 
PASS,PASS_BRD_DEP,EA,EA	: 
PASS,PASS_BRD_DEP,EA,EE	: 
PASS,PASS_BRD_DEP,EA,EL	: 
PASS,PASS_BRD_DEP,EA,ES	: 
PASS,PASS_BRD_DEP,EA,EU15	: 
PASS,PASS_BRD_DEP,EA,EU25	: 
PASS,PASS_BRD_DEP,EA,EU27	: 
PASS,PASS_BRD_DEP,EA,FI	: 
PASS,PASS_BRD_DEP,EA,FR	: 
PASS,PASS_BRD_DEP,EA,HU	: 
PASS,PASS_BRD_DEP,EA,IE	: 
PASS,PASS_BRD_DEP,EA,IT	: 
PASS,PASS_BRD_DEP,EA,LT	: 
PASS,PASS_BRD_DEP,EA,LU	: 
PASS,PASS_BRD_DEP,EA,LV	: 
PASS,PASS_BRD_DEP,EA,MT	: 
PASS,PASS_BRD_DEP,EA,NL	: 
PASS,PASS_BRD_DEP,EA,PL	: 
PASS,PASS_BRD_DEP,EA,PT	: 
PASS,PASS_BRD_DEP,EA,RO	: 
PASS,PASS_BRD_DEP,EA,SE	: 
PASS,PASS_BRD_DEP,EA,SI	: 
PASS,PASS_BRD_DEP,EA,SK	: 
PASS,PASS_BRD_DEP,EA,UK	: 
PASS,PASS_BRD_DEP,EE,AT	: 
PASS,PASS_BRD_DEP,EE,BE	22443
PASS,PASS_BRD_DEP,EE,BG	12642
PASS,PASS_BRD_DEP,EE,CY	854
PASS,PASS_BRD_DEP,EE,CZ	: 
PASS,PASS_BRD_DEP,EE,DE	: 
PASS,PASS_BRD_DEP,EE,DK	53545
PASS,PASS_BRD_DEP,EE,EA	: 
PASS,PASS_BRD_DEP,EE,EL	12590
PASS,PASS_BRD_DEP,EE,ES	34591
PASS,PASS_BRD_DEP,EE,EU15	: 
PASS,PASS_BRD_DEP,EE,EU25	: 
PASS,PASS_BRD_DEP,EE,EU27	: 
PASS,PASS_BRD_DEP,EE,EU28	: 
PASS,PASS_BRD_DEP,EE,FI	108348
PASS,PASS_BRD_DEP,EE,FR	8763
PASS,PASS_BRD_DEP,EE,HR	2643
PASS,PASS_BRD_DEP,EE,HU	: 
PASS,PASS_BRD_DEP,EE,IE	: 
PASS,PASS_BRD_DEP,EE,IT	: 
PASS,PASS_BRD_DEP,EE,LT	34319
PASS,PASS_BRD_DEP,EE,LU	: 
PASS,PASS_BRD_DEP,EE,LV	90492
PASS,PASS_BRD_DEP,EE,MT	177
PASS,PASS_BRD_DEP,EE,NL	: 
PASS,PASS_BRD_DEP,EE,PL	: 
PASS,PASS_BRD_DEP,EE,PT	8258
PASS,PASS_BRD_DEP,EE,RO	: 
PASS,PASS_BRD_DEP,EE,SE	: 
PASS,PASS_BRD_DEP,EE,SI	148
PASS,PASS_BRD_DEP,EE,SK	6
PASS,PASS_BRD_DEP,EE,UK	73772
PASS,PASS_BRD_DEP,EL,AT	: 
PASS,PASS_BRD_DEP,EL,BE	476519
PASS,PASS_BRD_DEP,EL,BG	55166
PASS,PASS_BRD_DEP,EL,CY	587711
PASS,PASS_BRD_DEP,EL,CZ	: 
PASS,PASS_BRD_DEP,EL,DE	: 
PASS,PASS_BRD_DEP,EL,DK	380426
PASS,PASS_BRD_DEP,EL,EA	: 
PASS,PASS_BRD_DEP,EL,EE	: 
PASS,PASS_BRD_DEP,EL,ES	186811
PASS,PASS_BRD_DEP,EL,EU15	: 
PASS,PASS_BRD_DEP,EL,EU25	: 
PASS,PASS_BRD_DEP,EL,EU27	: 
PASS,PASS_BRD_DEP,EL,EU28	: 
PASS,PASS_BRD_DEP,EL,FI	192163
PASS,PASS_BRD_DEP,EL,FR	1022184
PASS,PASS_BRD_DEP,EL,HR	9959
PASS,PASS_BRD_DEP,EL,HU	: 
PASS,PASS_BRD_DEP,EL,IE	: 
PASS,PASS_BRD_DEP,EL,IT	: 
PASS,PASS_BRD_DEP,EL,LT	45542
PASS,PASS_BRD_DEP,EL,LU	27139
PASS,PASS_BRD_DEP,EL,LV	23380
PASS,PASS_BRD_DEP,EL,MT	16171
PASS,PASS_BRD_DEP,EL,NL	: 
PASS,PASS_BRD_DEP,EL,PL	: 
PASS,PASS_BRD_DEP,EL,PT	2066
PASS,PASS_BRD_DEP,EL,RO	: 
PASS,PASS_BRD_DEP,EL,SE	: 
PASS,PASS_BRD_DEP,EL,SI	28879
PASS,PASS_BRD_DEP,EL,SK	66293
PASS,PASS_BRD_DEP,EL,UK	2801357
PASS,PASS_BRD_DEP,ES,AT	: 
PASS,PASS_BRD_DEP,ES,BE	2507665
PASS,PASS_BRD_DEP,ES,BG	141902
PASS,PASS_BRD_DEP,ES,CY	5151
PASS,PASS_BRD_DEP,ES,CZ	: 
PASS,PASS_BRD_DEP,ES,DE	: 
PASS,PASS_BRD_DEP,ES,DK	1226459
PASS,PASS_BRD_DEP,ES,EA	: 
PASS,PASS_BRD_DEP,ES,EE	: 
PASS,PASS_BRD_DEP,ES,EL	187227
PASS,PASS_BRD_DEP,ES,EU15	: 
PASS,PASS_BRD_DEP,ES,EU25	: 
PASS,PASS_BRD_DEP,ES,EU27	: 
PASS,PASS_BRD_DEP,ES,EU28	: 
PASS,PASS_BRD_DEP,ES,FI	735098
PASS,PASS_BRD_DEP,ES,FR	5487187
PASS,PASS_BRD_DEP,ES,HR	81981
PASS,PASS_BRD_DEP,ES,HU	: 
PASS,PASS_BRD_DEP,ES,IE	: 
PASS,PASS_BRD_DEP,ES,IT	: 
PASS,PASS_BRD_DEP,ES,LT	82882
PASS,PASS_BRD_DEP,ES,LU	148968
PASS,PASS_BRD_DEP,ES,LV	49221
PASS,PASS_BRD_DEP,ES,MT	61444
PASS,PASS_BRD_DEP,ES,NL	: 
PASS,PASS_BRD_DEP,ES,PL	: 
PASS,PASS_BRD_DEP,ES,PT	1443720
PASS,PASS_BRD_DEP,ES,RO	: 
PASS,PASS_BRD_DEP,ES,SE	: 
PASS,PASS_BRD_DEP,ES,SI	2463
PASS,PASS_BRD_DEP,ES,SK	47367
PASS,PASS_BRD_DEP,ES,UK	17119295
PASS,PASS_BRD_DEP,EU15,AT	: 
PASS,PASS_BRD_DEP,EU15,BE	: 
PASS,PASS_BRD_DEP,EU15,CY	: 
PASS,PASS_BRD_DEP,EU15,CZ	: 
PASS,PASS_BRD_DEP,EU15,DE	: 
PASS,PASS_BRD_DEP,EU15,DK	: 
PASS,PASS_BRD_DEP,EU15,EA	: 
PASS,PASS_BRD_DEP,EU15,EE	: 
PASS,PASS_BRD_DEP,EU15,EL	: 
PASS,PASS_BRD_DEP,EU15,ES	: 
PASS,PASS_BRD_DEP,EU15,EU15	: 
PASS,PASS_BRD_DEP,EU15,FI	: 
PASS,PASS_BRD_DEP,EU15,FR	: 
PASS,PASS_BRD_DEP,EU15,HU	: 
PASS,PASS_BRD_DEP,EU15,IE	: 
PASS,PASS_BRD_DEP,EU15,IT	: 
PASS,PASS_BRD_DEP,EU15,LU	: 
PASS,PASS_BRD_DEP,EU15,LV	: 
PASS,PASS_BRD_DEP,EU15,MT	: 
PASS,PASS_BRD_DEP,EU15,NL	: 
PASS,PASS_BRD_DEP,EU15,PL	: 
PASS,PASS_BRD_DEP,EU15,PT	: 
PASS,PASS_BRD_DEP,EU15,SE	: 
PASS,PASS_BRD_DEP,EU15,SI	: 
PASS,PASS_BRD_DEP,EU15,SK	: 
PASS,PASS_BRD_DEP,EU15,UK	: 
PASS,PASS_BRD_DEP,EU25,AT	: 
PASS,PASS_BRD_DEP,EU25,BE	: 
PASS,PASS_BRD_DEP,EU25,BG	: 
PASS,PASS_BRD_DEP,EU25,CY	: 
PASS,PASS_BRD_DEP,EU25,CZ	: 
PASS,PASS_BRD_DEP,EU25,DE	: 
PASS,PASS_BRD_DEP,EU25,DK	: 
PASS,PASS_BRD_DEP,EU25,EA	: 
PASS,PASS_BRD_DEP,EU25,EE	: 
PASS,PASS_BRD_DEP,EU25,EL	: 
PASS,PASS_BRD_DEP,EU25,ES	: 
PASS,PASS_BRD_DEP,EU25,EU15	: 
PASS,PASS_BRD_DEP,EU25,EU25	: 
PASS,PASS_BRD_DEP,EU25,EU27	: 
PASS,PASS_BRD_DEP,EU25,FI	: 
PASS,PASS_BRD_DEP,EU25,FR	: 
PASS,PASS_BRD_DEP,EU25,HU	: 
PASS,PASS_BRD_DEP,EU25,IE	: 
PASS,PASS_BRD_DEP,EU25,IT	: 
PASS,PASS_BRD_DEP,EU25,LT	: 
PASS,PASS_BRD_DEP,EU25,LU	: 
PASS,PASS_BRD_DEP,EU25,LV	: 
PASS,PASS_BRD_DEP,EU25,MT	: 
PASS,PASS_BRD_DEP,EU25,NL	: 
PASS,PASS_BRD_DEP,EU25,PL	: 
PASS,PASS_BRD_DEP,EU25,PT	: 
PASS,PASS_BRD_DEP,EU25,RO	: 
PASS,PASS_BRD_DEP,EU25,SE	: 
PASS,PASS_BRD_DEP,EU25,SI	: 
PASS,PASS_BRD_DEP,EU25,SK	: 
PASS,PASS_BRD_DEP,EU25,UK	: 
PASS,PASS_BRD_DEP,EU27,AT	: 
PASS,PASS_BRD_DEP,EU27,BE	10035730
PASS,PASS_BRD_DEP,EU27,BG	2619429
PASS,PASS_BRD_DEP,EU27,CY	2485432
PASS,PASS_BRD_DEP,EU27,CZ	: 
PASS,PASS_BRD_DEP,EU27,DE	: 
PASS,PASS_BRD_DEP,EU27,DK	9410575
PASS,PASS_BRD_DEP,EU27,EA	: 
PASS,PASS_BRD_DEP,EU27,EE	: 
PASS,PASS_BRD_DEP,EU27,EL	12744033
PASS,PASS_BRD_DEP,EU27,ES	55472521
PASS,PASS_BRD_DEP,EU27,EU25	: 
PASS,PASS_BRD_DEP,EU27,EU27	: 
PASS,PASS_BRD_DEP,EU27,FI	5294732
PASS,PASS_BRD_DEP,EU27,FR	31613492
PASS,PASS_BRD_DEP,EU27,HR	2330053
PASS,PASS_BRD_DEP,EU27,HU	: 
PASS,PASS_BRD_DEP,EU27,IE	: 
PASS,PASS_BRD_DEP,EU27,IT	: 
PASS,PASS_BRD_DEP,EU27,LT	1485063
PASS,PASS_BRD_DEP,EU27,LU	1013362
PASS,PASS_BRD_DEP,EU27,LV	1736566
PASS,PASS_BRD_DEP,EU27,MT	1942131
PASS,PASS_BRD_DEP,EU27,NL	: 
PASS,PASS_BRD_DEP,EU27,PL	: 
PASS,PASS_BRD_DEP,EU27,PT	11613385
PASS,PASS_BRD_DEP,EU27,RO	: 
PASS,PASS_BRD_DEP,EU27,SE	: 
PASS,PASS_BRD_DEP,EU27,SI	370595
PASS,PASS_BRD_DEP,EU27,SK	672633
PASS,PASS_BRD_DEP,EU27,UK	63442844
PASS,PASS_BRD_DEP,EU28,AT	: 
PASS,PASS_BRD_DEP,EU28,BE	10118910
PASS,PASS_BRD_DEP,EU28,BG	2619918
PASS,PASS_BRD_DEP,EU28,CY	2485635
PASS,PASS_BRD_DEP,EU28,CZ	: 
PASS,PASS_BRD_DEP,EU28,DE	: 
PASS,PASS_BRD_DEP,EU28,DK	9483900
PASS,PASS_BRD_DEP,EU28,EE	: 
PASS,PASS_BRD_DEP,EU28,EL	12752408
PASS,PASS_BRD_DEP,EU28,ES	55554826
PASS,PASS_BRD_DEP,EU28,EU28	: 
PASS,PASS_BRD_DEP,EU28,FI	5343321
PASS,PASS_BRD_DEP,EU28,FR	31854301
PASS,PASS_BRD_DEP,EU28,HR	2330053
PASS,PASS_BRD_DEP,EU28,HU	: 
PASS,PASS_BRD_DEP,EU28,IE	: 
PASS,PASS_BRD_DEP,EU28,IT	: 
PASS,PASS_BRD_DEP,EU28,LT	1487353
PASS,PASS_BRD_DEP,EU28,LU	1014943
PASS,PASS_BRD_DEP,EU28,LV	1739643
PASS,PASS_BRD_DEP,EU28,MT	1943719
PASS,PASS_BRD_DEP,EU28,NL	: 
PASS,PASS_BRD_DEP,EU28,PL	: 
PASS,PASS_BRD_DEP,EU28,PT	11627300
PASS,PASS_BRD_DEP,EU28,RO	: 
PASS,PASS_BRD_DEP,EU28,SE	: 
PASS,PASS_BRD_DEP,EU28,SI	370789
PASS,PASS_BRD_DEP,EU28,SK	673647
PASS,PASS_BRD_DEP,EU28,UK	63928000
PASS,PASS_BRD_DEP,FI,AT	: 
PASS,PASS_BRD_DEP,FI,BE	93599
PASS,PASS_BRD_DEP,FI,BG	18776
PASS,PASS_BRD_DEP,FI,CY	22076
PASS,PASS_BRD_DEP,FI,CZ	: 
PASS,PASS_BRD_DEP,FI,DE	: 
PASS,PASS_BRD_DEP,FI,DK	397543
PASS,PASS_BRD_DEP,FI,EA	: 
PASS,PASS_BRD_DEP,FI,EE	: 
PASS,PASS_BRD_DEP,FI,EL	196077
PASS,PASS_BRD_DEP,FI,ES	744967
PASS,PASS_BRD_DEP,FI,EU15	: 
PASS,PASS_BRD_DEP,FI,EU25	: 
PASS,PASS_BRD_DEP,FI,EU27	: 
PASS,PASS_BRD_DEP,FI,EU28	: 
PASS,PASS_BRD_DEP,FI,FR	306284
PASS,PASS_BRD_DEP,FI,HR	52461
PASS,PASS_BRD_DEP,FI,HU	: 
PASS,PASS_BRD_DEP,FI,IE	: 
PASS,PASS_BRD_DEP,FI,IT	: 
PASS,PASS_BRD_DEP,FI,LT	39247
PASS,PASS_BRD_DEP,FI,LU	227
PASS,PASS_BRD_DEP,FI,LV	135939
PASS,PASS_BRD_DEP,FI,MT	: 
PASS,PASS_BRD_DEP,FI,NL	: 
PASS,PASS_BRD_DEP,FI,PL	: 
PASS,PASS_BRD_DEP,FI,PT	57658
PASS,PASS_BRD_DEP,FI,RO	: 
PASS,PASS_BRD_DEP,FI,SE	: 
PASS,PASS_BRD_DEP,FI,SI	13841
PASS,PASS_BRD_DEP,FI,SK	341
PASS,PASS_BRD_DEP,FI,UK	553092
PASS,PASS_BRD_DEP,FR,AT	: 
PASS,PASS_BRD_DEP,FR,BE	1026531
PASS,PASS_BRD_DEP,FR,BG	101842
PASS,PASS_BRD_DEP,FR,CY	48542
PASS,PASS_BRD_DEP,FR,CZ	: 
PASS,PASS_BRD_DEP,FR,DE	: 
PASS,PASS_BRD_DEP,FR,DK	689816
PASS,PASS_BRD_DEP,FR,EA	: 
PASS,PASS_BRD_DEP,FR,EE	: 
PASS,PASS_BRD_DEP,FR,EL	1045187
PASS,PASS_BRD_DEP,FR,ES	5473075
PASS,PASS_BRD_DEP,FR,EU15	: 
PASS,PASS_BRD_DEP,FR,EU25	: 
PASS,PASS_BRD_DEP,FR,EU27	: 
PASS,PASS_BRD_DEP,FR,EU28	: 
PASS,PASS_BRD_DEP,FR,FI	281958
PASS,PASS_BRD_DEP,FR,HR	240356
PASS,PASS_BRD_DEP,FR,HU	: 
PASS,PASS_BRD_DEP,FR,IE	: 
PASS,PASS_BRD_DEP,FR,IT	: 
PASS,PASS_BRD_DEP,FR,LT	56234
PASS,PASS_BRD_DEP,FR,LU	61516
PASS,PASS_BRD_DEP,FR,LV	79259
PASS,PASS_BRD_DEP,FR,MT	139508
PASS,PASS_BRD_DEP,FR,NL	: 
PASS,PASS_BRD_DEP,FR,PL	: 
PASS,PASS_BRD_DEP,FR,PT	2342867
PASS,PASS_BRD_DEP,FR,RO	: 
PASS,PASS_BRD_DEP,FR,SE	: 
PASS,PASS_BRD_DEP,FR,SI	37390
PASS,PASS_BRD_DEP,FR,SK	16390
PASS,PASS_BRD_DEP,FR,UK	5701416
PASS,PASS_BRD_DEP,HR,AT	: 
PASS,PASS_BRD_DEP,HR,BE	83180
PASS,PASS_BRD_DEP,HR,BG	489
PASS,PASS_BRD_DEP,HR,CY	203
PASS,PASS_BRD_DEP,HR,CZ	: 
PASS,PASS_BRD_DEP,HR,DE	: 
PASS,PASS_BRD_DEP,HR,DK	73325
PASS,PASS_BRD_DEP,HR,EE	: 
PASS,PASS_BRD_DEP,HR,EL	8375
PASS,PASS_BRD_DEP,HR,ES	82305
PASS,PASS_BRD_DEP,HR,EU27	: 
PASS,PASS_BRD_DEP,HR,EU28	: 
PASS,PASS_BRD_DEP,HR,FI	48589
PASS,PASS_BRD_DEP,HR,FR	240809
PASS,PASS_BRD_DEP,HR,HU	: 
PASS,PASS_BRD_DEP,HR,IE	: 
PASS,PASS_BRD_DEP,HR,IT	: 
