1.0	1295.3801815411696	0.2907903534100458	-1295.6047219046886
2.0	2581.751481677219	1.2623686918023287	-2582.948014198833
3.0	3855.0164667678378	5.454138429272854	-3860.4051800126394
4.0	5097.490248081833	23.452209533923476	-5120.877440605646
5.0	6233.625720352556	100.3412859450007	-6333.9023946727475
6.0	6943.1092264004055	426.84008520081136	-7369.885102594798
7.0	5883.604294177393	1799.1040672979093	-7682.644552342097
8.0	-2387.9530020225793	7407.569536626352	-5019.5531226203175
9.0	-37417.62741393745	28173.41807816737	9244.272353305694
10.0	-142821.15323984163	82763.26194368264	60057.95392192749
11.0	-311713.85145618377	139368.8274414658	172345.08625137914
12.0	-436070.1368732822	128304.64180770442	307765.5569157708
13.0	-493030.6720743251	83312.78820019665	409717.9453404715
14.0	-515471.9364920997	46747.45758176401	468724.53999542724
15.0	-523887.6248009972	24962.836458737103	498924.8490486781
16.0	-526680.5535201901	13256.690799892558	513423.92305060005
17.0	-527024.1116392756	7086.435250732055	519937.736345269
18.0	-526157.6660125307	3797.126924186224	522360.59867401165
19.0	-524653.4794904065	2030.2732506543402	522623.26545686065
20.0	-522810.31832537404	1081.3814559498016	521728.9957204545
21.0	-520789.1986238245	573.5335199646321	520215.72359127307
22.0	-518677.0510853626	302.92219910187026	518374.18701249996
23.0	-516520.64930678107	159.3683283136938	516361.3387459565
24.0	-514345.04342747014	83.53968164219101	514261.5611569727
25.0	-512163.5785302054	43.64348926309199	512119.9920981303
26.0	-509983.32253876963	22.729320291324576	509960.64992407884
27.0	-507807.99359062687	11.802826481353774	507796.24712051015
28.0	-505639.5307852468	6.112224416428245	505633.4745702932
29.0	-503478.9326976829	3.1571681759507304	503475.83119438455
30.0	-501326.7028147141	1.6268389321563876	501325.1312983731
31.0	-499183.085077396	0.8363655052613846	499182.3036944772
32.0	-497048.1879052292	0.42904490928452554	497047.8135051664
33.0	-494922.04924407095	0.21963915577860801	494921.8839142694
34.0	-492804.6705578655	0.11221684376596497	492804.61231711495
35.0	-490696.0345309879	0.05722485406224756	490696.0309511805
36.0	-488596.1142576771	0.029128858047378896	488596.13844501734
37.0	-486504.87799759774	0.014801481349765128	486504.9161856482
38.0	-484422.29162932123	0.007508585321746854	484422.3367857673
39.0	-482348.3199120848	0.003802841657786289	482348.3684519238
40.0	-480282.9271323471	0.0019230008895565847	480282.9772318101
41.0	-478226.0774336076	9.7094351418748E-4	478226.12816702947
42.0	-476177.73498357635	4.895219509058014E-4	476177.78588242404
43.0	-474137.86405804084	2.464524426788361E-4	474137.9148860499
44.0	-472106.4290821874	1.2390662734381393E-4	472106.47972090606
45.0	-470083.3946502621	6.221181992088294E-5	470083.44504089636
46.0	-468068.7255342512	3.119490466085395E-5	468068.7756481653
47.0	-466062.38668702566	1.562216588349347E-5	466062.43651080254
48.0	-464064.3432427238	7.81374430344593E-6	464064.3927706116
49.0	-462074.56051577715	3.903464510382741E-6	462074.6097458756
50.0	-460093.00399929285	1.9477191559169963E-6	460093.0529316308
51.0	-458119.6393631491	9.707307306850508E-7	458119.6879987168
52.0	-456154.43245198444	4.832570653938137E-7	456154.48079224676
