#t 	Susceptible 	Infected 	Recovered
0 	0	0	60795612
0.01	0	0	60795612
0.02	0	0	60795612
0.03	0	0	60795612
0.04	0	0	60795612
0.05	0	0	60795612
0.06	0	0	60795612
0.07	0	0	60795612
0.08	0	0	60795612
0.09	0	0	60795612
0.1	0	0	60795612
0.11	0	0	60795612
0.12	0	0	60795612
0.13	0	0	60795612
0.14	0	0	60795612
0.15	0	0	60795612
0.16	0	0	60795612
0.17	0	0	60795612
0.18	0	0	60795612
0.19	0	0	60795612
0.2	0	0	60795612
0.21	0	0	60795612
0.22	0	0	60795612
0.23	0	0	60795612
0.24	0	0	60795612
0.25	0	0	60795612
0.26	0	0	60795612
0.27	0	0	60795612
0.28	0	0	60795612
0.29	0	0	60795612
0.3	0	0	60795612
0.31	0	0	60795612
0.32	0	0	60795612
0.33	0	0	60795612
0.34	0	0	60795612
0.35000000000000003	0	0	60795612
0.36	0	0	60795612
0.37	0	0	60795612
0.38	0	0	60795612
0.39	0	0	60795612
0.4	0	0	60795612
0.41000000000000003	0	0	60795612
0.42	0	0	60795612
0.43	0	0	60795612
0.44	0	0	60795612
0.45	0	0	60795612
0.46	0	0	60795612
0.47000000000000003	0	0	60795612
0.48	0	0	60795612
0.49	0	0	60795612
0.5	0	0	60795612
0.51	0	0	60795612
0.52	0	0	60795612
0.53	0	0	60795612
0.54	0	0	60795612
0.55	0	0	60795612
0.56	0	0	60795612
0.5700000000000001	0	0	60795612
0.58	0	0	60795612
0.59	0	0	60795612
0.6	0	0	60795612
0.61	0	0	60795612
0.62	0	0	60795612
0.63	0	0	60795612
0.64	0	0	60795612
0.65	0	0	60795612
0.66	0	0	60795612
0.67	0	0	60795612
0.68	0	0	60795612
0.6900000000000001	0	0	60795612
0.7000000000000001	0	0	60795612
0.71	0	0	60795612
0.72	0	0	60795612
0.73	0	0	60795612
0.74	0	0	60795612
0.75	0	0	60795612
0.76	0	0	60795612
0.77	0	0	60795612
0.78	0	0	60795612
0.79	0	0	60795612
0.8	0	0	60795612
0.81	0	0	60795612
0.8200000000000001	0	0	60795612
0.8300000000000001	0	0	60795612
0.84	0	0	60795612
0.85	0	0	60795612
0.86	0	0	60795612
0.87	0	0	60795612
0.88	0	0	60795612
0.89	0	0	60795612
0.9	0	0	60795612
0.91	0	0	60795612
0.92	0	0	60795612
0.93	0	0	60795612
0.9400000000000001	0	0	60795612
0.9500000000000001	0	0	60795612
0.96	0	0	60795612
0.97	0	0	60795612
0.98	0	0	60795612
0.99	0	0	60795612
1.0	0	0	60795612
1.01	0	0	60795612
1.02	0	0	60795612
1.03	0	0	60795612
1.04	0	0	60795612
1.05	0	0	60795612
1.06	0	0	60795612
1.07	0	0	60795612
1.08	0	0	60795612
1.09	0	0	60795612
1.1	0	0	60795612
1.11	0	0	60795612
1.12	0	0	60795612
1.1300000000000001	0	0	60795612
1.1400000000000001	0	0	60795612
1.1500000000000001	0	0	60795612
1.16	0	0	60795612
1.17	0	0	60795612
1.18	0	0	60795612
1.19	0	0	60795612
1.2	0	0	60795612
1.21	0	0	60795612
1.22	0	0	60795612
1.23	0	0	60795612
1.24	0	0	60795612
1.25	0	0	60795612
1.26	0	0	60795612
1.27	0	0	60795612
1.28	0	0	60795612
1.29	0	0	60795612
1.3	0	0	60795612
1.31	0	0	60795612
1.32	0	0	60795612
1.33	0	0	60795612
1.34	0	0	60795612
1.35	0	0	60795612
1.36	0	0	60795612
1.37	0	0	60795612
1.3800000000000001	0	0	60795612
1.3900000000000001	0	0	60795612
1.4000000000000001	0	0	60795612
1.41	0	0	60795612
1.42	0	0	60795612
1.43	0	0	60795612
1.44	0	0	60795612
1.45	0	0	60795612
1.46	0	0	60795612
1.47	0	0	60795612
1.48	0	0	60795612
1.49	0	0	60795612
1.5	0	0	60795612
1.51	0	0	60795612
1.52	0	0	60795612
1.53	0	0	60795612
1.54	0	0	60795612
1.55	0	0	60795612
1.56	0	0	60795612
1.57	0	0	60795612
1.58	0	0	60795612
1.59	0	0	60795612
1.6	0	0	60795612
1.61	0	0	60795612
1.62	0	0	60795612
1.6300000000000001	0	0	60795612
1.6400000000000001	0	0	60795612
1.6500000000000001	0	0	60795612
1.6600000000000001	0	0	60795612
1.67	0	0	60795612
1.68	0	0	60795612
1.69	0	0	60795612
1.7	0	0	60795612
1.71	0	0	60795612
1.72	0	0	60795612
1.73	0	0	60795612
1.74	0	0	60795612
1.75	0	0	60795612
1.76	0	0	60795612
1.77	0	0	60795612
1.78	0	0	60795612
1.79	0	0	60795612
1.8	0	0	60795612
1.81	0	0	60795612
1.82	0	0	60795612
1.83	0	0	60795612
1.84	0	0	60795612
1.85	0	0	60795612
1.86	0	0	60795612
1.87	0	0	60795612
1.8800000000000001	0	0	60795612
1.8900000000000001	0	0	60795612
1.9000000000000001	0	0	60795612
1.9100000000000001	0	0	60795612
1.92	0	0	60795612
1.93	0	0	60795612
1.94	0	0	60795612
1.95	0	0	60795612
1.96	0	0	60795612
1.97	0	0	60795612
1.98	0	0	60795612
1.99	0	0	60795612
2.0	0	0	60795612
2.0100000000000002	0	0	60795612
2.02	0	0	60795612
2.0300000000000002	0	0	60795612
2.04	0	0	60795612
2.05	0	0	60795612
2.06	0	0	60795612
2.07	0	0	60795612
2.08	0	0	60795612
2.09	0	0	60795612
2.1	0	0	60795612
2.11	0	0	60795612
2.12	0	0	60795612
2.13	0	0	60795612
2.14	0	0	60795612
2.15	0	0	60795612
2.16	0	0	60795612
2.17	0	0	60795612
2.18	0	0	60795612
2.19	0	0	60795612
2.2	0	0	60795612
2.21	0	0	60795612
2.22	0	0	60795612
2.23	0	0	60795612
2.24	0	0	60795612
2.25	0	0	60795612
2.2600000000000002	0	0	60795612
2.27	0	0	60795612
2.2800000000000002	0	0	60795612
2.29	0	0	60795612
2.3000000000000003	0	0	60795612
2.31	0	0	60795612
2.32	0	0	60795612
2.33	0	0	60795612
2.34	0	0	60795612
2.35	0	0	60795612
2.36	0	0	60795612
2.37	0	0	60795612
2.38	0	0	60795612
2.39	0	0	60795612
2.4	0	0	60795612
2.41	0	0	60795612
2.42	0	0	60795612
2.43	0	0	60795612
2.44	0	0	60795612
2.45	0	0	60795612
2.46	0	0	60795612
2.47	0	0	60795612
2.48	0	0	60795612
2.49	0	0	60795612
2.5	0	0	60795612
2.5100000000000002	0	0	60795612
2.52	0	0	60795612
2.5300000000000002	0	0	60795612
2.54	0	0	60795612
2.5500000000000003	0	0	60795612
2.56	0	0	60795612
2.57	0	0	60795612
2.58	0	0	60795612
2.59	0	0	60795612
2.6	0	0	60795612
2.61	0	0	60795612
2.62	0	0	60795612
2.63	0	0	60795612
2.64	0	0	60795612
2.65	0	0	60795612
2.66	0	0	60795612
2.67	0	0	60795612
2.68	0	0	60795612
2.69	0	0	60795612
2.7	0	0	60795612
2.71	0	0	60795612
2.72	0	0	60795612
2.73	0	0	60795612
2.74	0	0	60795612
2.75	0	0	60795612
2.7600000000000002	0	0	60795612
2.77	0	0	60795612
2.7800000000000002	0	0	60795612
2.79	0	0	60795612
2.8000000000000003	0	0	60795612
2.81	0	0	60795612
2.82	0	0	60795612
2.83	0	0	60795612
2.84	0	0	60795612
2.85	0	0	60795612
2.86	0	0	60795612
2.87	0	0	60795612
2.88	0	0	60795612
2.89	0	0	60795612
2.9	0	0	60795612
